c,#,Game,Release date,Price,Score rank(Userscore / Metascore),Price X Owners,Owners,plus minus,Players,plus minus,Avg Playtime,Median Playtime
1,3349,Pills4Skills,1/25/2016,$2.99,N/A (N/A),"$41,507.18","13,882","±3,366","8,757","±2,674",4:11:00,3:31:00
1,1732,Wooden House,9/5/2016,$2.99,N/A (N/A),"$40,870.31","13,669","±3,340","9,611","±2,801",3:45:00,3:56:00
1,2246,GROOVY,5/27/2016,$7.99,N/A (N/A),"$109,215.31","13,669","±3,340","6,834","±2,362",3:13:00,3:28:00
1,2776,Valley,8/24/2016,$19.99,87% (93%),"$273,243.31","13,669","±3,340","9,611","±2,801",4:29:00,3:12:00
1,2839,UBERMOSH:BLACK,2/17/2016,$1.99,90% (94%),"$27,201.31","13,669","±3,340","5,339","±2,088",0:45:00,0:18:00
1,144,Mushroom Wars,4/7/2016,$9.99,52% (81%/80%),"$134,415.45","13,455","±3,314","9,397","±2,770",3:52:00,4:04:00
1,951,Voodoo Garden,8/4/2016,$2.99,45% (78%),"$40,230.45","13,455","±3,314","12,387","±3,180",5:04:00,1:43:00
1,2833,Bullshot,11/22/2016,$4.99,47% (79%),"$67,140.45","13,455","±3,314","9,611","±2,801",1:32:00,0:25:00
1,2951,Find Out,2/16/2016,$0.99,N/A (N/A),"$13,320.45","13,455","±3,314","10,465","±2,923",3:17:00,3:27:00
1,2135,Alien Attack In Space,6/21/2016,$1.99,N/A (N/A),"$26,351.58","13,242","±3,288","8,543","±2,641",4:21:00,4:29:00
1,3195,DAMAGE CONTROL,4/5/2016,$4.99,N/A (N/A),"$66,077.58","13,242","±3,288","8,329","±2,608",4:40:00,4:46:00
1,3494,Planet R-12,5/5/2016,$4.99,N/A (N/A),"$66,077.58","13,242","±3,288","6,834","±2,362",2:57:00,3:23:00
1,118,Quadrilateral Cowboy,7/25/2016,$19.99,73% (89%/81%),"$260,429.72","13,028","±3,261","11,319","±3,040",4:08:00,3:15:00
1,454,Fortified,2/3/2016,$14.99,45% (78%/66%),"$195,289.72","13,028","±3,261","11,747","±3,097",5:15:00,1:55:00
1,1735,Ballistick,10/14/2016,$4.99,N/A (N/A),"$65,009.72","13,028","±3,261","5,980","±2,209",3:03:00,2:38:00
1,3063,Gladiator Trainer,11/25/2016,$1.99,N/A (N/A),"$25,925.72","13,028","±3,261","4,058","±1,820",2:09:00,2:09:00
1,57,GoNNER,10/12/2016,$9.99,90% (94%/84%),"$128,021.85","12,815","±3,234","9,397","±2,770",3:50:00,1:43:00
1,1564,CrazyCars3D,6/14/2016,$2.99,29% (69%),"$38,316.85","12,815","±3,234","9,397","±2,770",2:10:00,2:33:00
1,1840,The Hive,8/25/2016,$19.99,35% (73%),"$256,171.85","12,815","±3,234","9,184","±2,738",4:25:00,1:38:00
1,2113,CASE: Animatronics,8/3/2016,$9.99,67% (87%),"$128,021.85","12,815","±3,234","10,038","±2,863",3:14:00,0:58:00
1,2295,Anima Gate of Memories,6/2/2016,$19.99,45% (78%),"$256,171.85","12,815","±3,234","9,184","±2,738",4:37:00,2:38:00
1,2836,BattleStorm,3/24/2016,$0.99,N/A (N/A),"$12,686.85","12,815","±3,234","7,689","±2,505",3:20:00,3:19:00
1,3425,Etaria | Survival Adventure,2/4/2016,$1.99,17% (59%),"$25,501.85","12,815","±3,234","8,543","±2,641",2:33:00,2:39:00
1,3570,Sky To Fly: Faster Than Wind,3/25/2016,$3.99,N/A (N/A),"$51,131.85","12,815","±3,234","7,902","±2,540",3:14:00,3:11:00
1,1159,GEARGUNS - Tank offensive,9/20/2016,$7.99,61% (85%),"$100,681.99","12,601","±3,207","7,475","±2,470",3:27:00,4:19:00
1,2733,ZombieCarz,12/7/2016,$0.99,83% (92%),"$12,474.99","12,601","±3,207","7,689","±2,505",3:45:00,4:07:00
1,2794,NO THING,4/7/2016,$3.99,87% (93%),"$50,277.99","12,601","±3,207","8,116","±2,574",4:29:00,5:40:00
1,1570,UBERMOSH Vol.3,8/15/2016,$1.99,95% (96%),"$24,650.13","12,387","±3,180","2,990","±1,562",0:39:00,0:29:00
1,2104,Zenodyne R,5/29/2016,$9.99,N/A (N/A),"$123,746.13","12,387","±3,180","1,922","±1,252",3:00:00,1:43:00
1,2650,Moustache Mountain,3/31/2016,$1.99,N/A (N/A),"$24,650.13","12,387","±3,180","5,767","±2,170",2:49:00,3:31:00
1,3202,Run Rabbit Run,3/31/2016,$3.99,N/A (N/A),"$49,424.13","12,387","±3,180","7,689","±2,505",2:28:00,3:11:00
1,1539,Slavistan,7/29/2016,$1.99,90% (94%),"$24,226.26","12,174","±3,152","8,970","±2,706",1:25:00,0:24:00
1,2244,POPixel,6/3/2016,$0.99,N/A (N/A),"$12,052.26","12,174","±3,152","8,116","±2,574",3:26:00,3:33:00
1,2303,ORCS,5/20/2016,$0.99,64% (86%),"$12,052.26","12,174","±3,152","5,339","±2,088",0:45:00,0:40:00
1,2930,Adam and Eve: The Game - Chapter 1,2/26/2016,$3.99,N/A (N/A),"$48,574.26","12,174","±3,152",214,±417,0:08:00,0:02:00
1,3105,Pertinence,3/25/2016,$3.99,N/A (N/A),"$48,574.26","12,174","±3,152","8,116","±2,574",3:31:00,3:35:00
1,3529,Super Helmets on Fire DX Ultra Edition Plus Alpha,2/15/2016,$1.99,N/A (N/A),"$24,226.26","12,174","±3,152","7,689","±2,505",2:53:00,3:24:00
1,556,Goliath,5/12/2016,$11.99,25% (66%/57%),"$143,400.40","11,960","±3,125","10,252","±2,893",5:00:00,2:57:00
1,1812,BossConstructor,10/24/2016,$14.99,52% (81%),"$179,280.40","11,960","±3,125","11,106","±3,011",10:54:00,2:41:00
1,2143,The Sunset,7/13/2016,$1.99,N/A (N/A),"$23,800.40","11,960","±3,125","11,106","±3,011",3:02:00,3:14:00
1,791,O3DX,1/22/2016,$3.19,N/A (N/A),"$37,472.93","11,747","±3,097","8,116","±2,574",2:58:00,3:29:00
1,990,5089: The Action RPG,2/3/2016,$7.99,80% (91%),"$93,858.53","11,747","±3,097","10,252","±2,893",3:39:00,2:29:00
1,1527,Hooligan Vasja,8/19/2016,$1.99,N/A (N/A),"$23,376.53","11,747","±3,097","8,757","±2,674",3:32:00,4:05:00
1,1547,Adventure World,8/2/2016,$4.99,N/A (N/A),"$58,617.53","11,747","±3,097","8,757","±2,674",4:07:00,4:41:00
1,1650,The Atomy,10/19/2016,$0.83,N/A (N/A),"$9,750.01","11,747","±3,097","8,116","±2,574",3:09:00,3:17:00
1,2257,Dungeon Escape,5/27/2016,$3.99,70% (88%),"$46,870.53","11,747","±3,097","6,407","±2,287",3:35:00,3:12:00
1,3137,Madness Cubed,5/12/2016,$5.99,21% (63%),"$70,364.53","11,747","±3,097","10,252","±2,893",3:41:00,3:13:00
1,3339,Evochron Legacy,1/18/2016,$24.99,47% (79%),"$293,557.53","11,747","±3,097","8,970","±2,706",16:59:00,5:17:00
1,3408,Tyler,1/14/2016,$2.99,N/A (N/A),"$35,123.53","11,747","±3,097","7,262","±2,435",3:48:00,3:40:00
1,1048,8-Bit Invaders!,12/16/2016,$14.99,67% (87%),"$172,879.67","11,533","±3,068","8,757","±2,674",3:55:00,1:49:00
1,1673,Island 359,8/23/2016,$19.99,47% (79%),"$230,544.67","11,533","±3,068","10,892","±2,982",2:51:00,1:25:00
1,2103,Where's My Helmet?,5/20/2016,$0.99,N/A (N/A),"$11,417.67","11,533","±3,068","7,475","±2,470",3:15:00,3:29:00
1,2290,Battle Forever,6/11/2016,$1.99,N/A (N/A),"$22,950.67","11,533","±3,068","7,475","±2,470",3:32:00,3:33:00
1,2320,Apocalypse: Party's Over,5/30/2016,$4.99,93% (95%),"$57,549.67","11,533","±3,068","7,262","±2,435",4:40:00,4:35:00
1,2368,GAIN,6/14/2016,$4.99,N/A (N/A),"$57,549.67","11,533","±3,068",0,±0,0:00:00,0:00:00
1,2725,Cosmic Leap,3/17/2016,$0.99,N/A (N/A),"$11,417.67","11,533","±3,068","5,339","±2,088",2:13:00,2:25:00
1,2843,Last Man Standing,12/22/2016,$14.99,10% (50%),"$172,879.67","11,533","±3,068","5,767","±2,170",3:53:00,2:07:00
1,2994,Kings and Heroes,5/31/2016,$19.99,29% (69%),"$230,544.67","11,533","±3,068","10,038","±2,863",10:09:00,3:36:00
1,2997,Trigger Runners,3/3/2016,$1.99,N/A (N/A),"$22,950.67","11,533","±3,068","6,194","±2,248",3:28:00,3:38:00
1,3098,Western Adventure,12/3/2016,$0.99,N/A (N/A),"$11,417.67","11,533","±3,068","10,679","±2,953",5:14:00,6:07:00
1,3532,Dungeons Are Random,1/5/2016,$1.99,N/A (N/A),"$22,950.67","11,533","±3,068",427,±590,0:34:00,0:22:00
1,944,Book of Demons,7/28/2016,$19.99,90% (94%),"$226,266.81","11,319","±3,040","10,038","±2,863",10:44:00,6:04:00
1,1457,Demons with Shotguns,4/25/2016,$9.99,N/A (N/A),"$113,076.81","11,319","±3,040","5,767","±2,170",2:49:00,3:01:00
1,2097,Inverted,7/22/2016,$2.99,N/A (N/A),"$33,843.81","11,319","±3,040","8,116","±2,574",3:47:00,3:29:00
1,2254,Rover The Dragonslayer,6/2/2016,$1.99,N/A (N/A),"$22,524.81","11,319","±3,040",641,±723,0:05:00,0:02:00
1,2372,Ghost of a Tale,7/25/2016,$19.99,93% (95%),"$226,266.81","11,319","±3,040","10,038","±2,863",2:23:00,0:55:00
1,2675,Hoplite,12/14/2016,$0.99,N/A (N/A),"$11,205.81","11,319","±3,040","10,465","±2,923",3:21:00,3:27:00
1,2732,Piximalism,12/13/2016,$0.99,N/A (N/A),"$11,205.81","11,319","±3,040","10,892","±2,982",6:02:00,6:36:00
1,3580,BATTLE PIXELS,1/14/2016,$1.99,N/A (N/A),"$22,524.81","11,319","±3,040","8,970","±2,706",4:07:00,3:38:00
1,1167,Reptilian Rebellion,8/7/2016,$0.99,N/A (N/A),"$10,994.94","11,106","±3,011","6,834","±2,362",3:16:00,3:34:00
1,1623,Floppy Heroes,9/13/2016,$2.99,93% (95%),"$33,206.94","11,106","±3,011","10,465","±2,923",3:59:00,3:00:00
1,1688,Lost In Woods 2,9/26/2016,$3.99,N/A (N/A),"$44,312.94","11,106","±3,011","8,543","±2,641",3:47:00,3:42:00
1,2664,SEUM: Speedrunners from Hell,7/28/2016,$14.99,95% (96%),"$166,478.94","11,106","±3,011","10,679","±2,953",4:18:00,3:28:00
1,2891,Earn to Die 2,5/5/2016,$4.99,73% (89%),"$55,418.94","11,106","±3,011","10,465","±2,923",7:24:00,3:12:00
1,3405,ChromaGun,2/16/2016,$10.39,N/A (N/A),"$115,391.34","11,106","±3,011","7,048","±2,399",1:57:00,1:25:00
1,3559,Recursion Deluxe,2/12/2016,$4.99,N/A (N/A),"$55,418.94","11,106","±3,011","5,980","±2,209",2:43:00,3:24:00
1,257,The Aquatic Adventure of the Last Human,1/19/2016,$9.99,34% (72%/76%),"$108,811.08","10,892","±2,982","7,475","±2,470",2:39:00,2:22:00
1,2305,Conan the mighty pig,7/7/2016,$0.99,54% (82%),"$10,783.08","10,892","±2,982","5,767","±2,170",3:19:00,3:28:00
1,2766,Undead vs Plants,2/25/2016,$6.99,N/A (N/A),"$76,135.08","10,892","±2,982","1,068",±933,0:48:00,1:02:00
1,2888,Magic Quest,5/6/2016,$4.99,N/A (N/A),"$54,351.08","10,892","±2,982","6,834","±2,362",4:16:00,4:44:00
1,947,Robo's World: The Zarnok Fortress,3/7/2016,$9.99,N/A (N/A),"$106,683.21","10,679","±2,953","7,262","±2,435",3:04:00,3:23:00
1,2118,Ace of Protectors,6/27/2016,$1.99,N/A (N/A),"$21,251.21","10,679","±2,953","6,834","±2,362",5:44:00,5:02:00
1,3437,Garbage Day,1/18/2016,$14.99,6% (43%),"$160,078.21","10,679","±2,953","10,465","±2,923",3:08:00,1:30:00
1,3553,Lost World Zero,2/12/2016,$9.99,N/A (N/A),"$106,683.21","10,679","±2,953","6,621","±2,325",2:46:00,3:03:00
1,1113,Crazy Fun - FootRock,10/14/2016,$0.99,N/A (N/A),"$10,360.35","10,465","±2,923","9,184","±2,738",2:36:00,3:25:00
1,1598,Nightork Adventures - Beyond the Moons of Shadalee,8/23/2016,$1.99,N/A (N/A),"$20,825.35","10,465","±2,923","7,048","±2,399",3:02:00,3:16:00
1,1780,Looterkings,8/16/2016,$17.99,70% (88%),"$188,265.35","10,465","±2,923","10,038","±2,863",5:22:00,3:15:00
1,2363,Death Stair,8/16/2016,$1.24,N/A (N/A),"$12,976.60","10,465","±2,923","5,553","±2,129",2:55:00,2:56:00
1,2687,A-10 VR,4/5/2016,$4.99,93% (95%),"$52,220.35","10,465","±2,923","8,543","±2,641",2:36:00,0:26:00
1,2699,Hashtag Dungeon,6/1/2016,$7.99,N/A (N/A),"$83,615.35","10,465","±2,923","7,048","±2,399",3:55:00,3:44:00
1,2724,Scapeland,3/31/2016,$3.99,N/A (N/A),"$41,755.35","10,465","±2,923","7,689","±2,505",4:01:00,4:35:00
1,3638,Astral Breakers,2/4/2016,$4.99,N/A (N/A),"$52,220.35","10,465","±2,923","7,048","±2,399",4:40:00,5:03:00
1,1706,Intensive Exposure,9/6/2016,$4.99,83% (92%),"$51,157.48","10,252","±2,893","6,621","±2,325",3:14:00,2:49:00
1,2083,Caveblazers,4/1/2016,$4.99,73% (89%),"$51,157.48","10,252","±2,893","9,611","±2,801",4:33:00,2:33:00
1,2152,Neon Drive,5/12/2016,$9.99,77% (90%),"$102,417.48","10,252","±2,893","7,902","±2,540",3:05:00,1:13:00
1,2365,Killbot,7/10/2016,$1.99,N/A (N/A),"$20,401.48","10,252","±2,893","8,543","±2,641",2:31:00,3:14:00
1,2723,Piggy Princess,3/19/2016,$3.99,N/A (N/A),"$40,905.48","10,252","±2,893","5,339","±2,088",4:50:00,4:49:00
1,2969,Serious Sam VR: The First Encounter,12/20/2016,$39.99,56% (83%),"$409,977.48","10,252","±2,893","9,397","±2,770",1:07:00,0:45:00
1,3588,Feesh,2/1/2016,$0.99,49% (80%),"$10,149.48","10,252","±2,893","7,475","±2,470",1:49:00,1:13:00
1,1164,The face of hope: Underground,10/28/2016,$0.99,N/A (N/A),"$9,937.62","10,038","±2,863","8,116","±2,574",3:08:00,3:23:00
1,2216,EeOneGuy Adventure,6/9/2016,$0.99,N/A (N/A),"$9,937.62","10,038","±2,863","9,397","±2,770",3:49:00,3:32:00
1,3436,Maximum Override,1/25/2016,$6.99,43% (77%),"$70,165.62","10,038","±2,863","8,116","±2,574",2:10:00,1:06:00
1,3512,Pixel Survival - Craft Game,1/14/2016,$0.99,4% (38%),"$9,937.62","10,038","±2,863","6,194","±2,248",0:29:00,0:18:00
1,755,Sky Break,10/21/2016,$14.99,29% (69%),"$147,261.76","9,824","±2,832","8,970","±2,706",2:38:00,1:23:00
1,873,ACE Academy,8/22/2016,$19.99,95% (96%),"$196,381.76","9,824","±2,832","7,475","±2,470",14:03:00,8:04:00
1,1022,Cashtronauts,8/31/2016,$7.99,N/A (N/A),"$78,493.76","9,824","±2,832","6,407","±2,287",4:25:00,3:41:00
1,1091,Krampus,10/18/2016,$4.99,N/A (N/A),"$49,021.76","9,824","±2,832","7,048","±2,399",3:06:00,3:21:00
1,1786,Evolvation,8/23/2016,$9.99,N/A (N/A),"$98,141.76","9,824","±2,832","4,485","±1,913",2:53:00,2:41:00
1,3175,Little Walker,4/6/2016,$3.99,N/A (N/A),"$39,197.76","9,824","±2,832","5,980","±2,209",4:55:00,3:30:00
1,3187,The Underground Man,9/1/2016,$4.99,73% (89%),"$49,021.76","9,824","±2,832","7,902","±2,540",3:06:00,3:13:00
1,3596,Control Craft 2,2/15/2016,$2.99,N/A (N/A),"$29,373.76","9,824","±2,832","7,262","±2,435",4:13:00,4:34:00
1,1077,Intralism,11/4/2016,$2.99,61% (85%),"$28,736.89","9,611","±2,801","5,339","±2,088",3:04:00,2:47:00
1,1655,Mibibli's Quest,8/4/2016,$5.99,N/A (N/A),"$57,569.89","9,611","±2,801",641,±723,4:47:00,4:46:00
1,1696,Zombie Camp,7/31/2016,$1.99,N/A (N/A),"$19,125.89","9,611","±2,801","6,834","±2,362",2:15:00,2:26:00
1,1748,Contract,1/5/2016,$2.99,N/A (N/A),"$28,736.89","9,611","±2,801","1,068",±933,0:51:00,0:20:00
1,2098,NewRetroArcade: Neon,8/1/2016,$19.99,56% (83%),"$192,123.89","9,611","±2,801","9,397","±2,770",3:42:00,1:03:00
1,2197,Star Merc,6/16/2016,$6.99,N/A (N/A),"$67,180.89","9,611","±2,801","4,272","±1,867",3:56:00,3:09:00
1,2856,Verdict Guilty - ìœ ì£„ í‰ê²°,6/13/2016,$1.49,52% (81%),"$14,320.39","9,611","±2,801","2,136","±1,320",0:17:00,0:21:00
1,3336,Systematic Immunity,5/20/2016,$6.99,N/A (N/A),"$67,180.89","9,611","±2,801","6,194","±2,248",4:22:00,3:25:00
1,3396,Cyborg Rage,2/19/2016,$2.99,N/A (N/A),"$28,736.89","9,611","±2,801",427,±590,0:17:00,0:11:00
1,3579,Swiftly,1/26/2016,$0.99,17% (59%),"$9,514.89","9,611","±2,801","6,834","±2,362",2:44:00,2:35:00
1,308,Sora,1/5/2016,$8.99,90% (94%/74%),"$84,479.03","9,397","±2,770","5,339","±2,088",2:13:00,2:08:00
1,589,The Great Escape,1/11/2016,$3.99,N/A (N/A/54%),"$37,494.03","9,397","±2,770","5,553","±2,129",3:32:00,3:30:00
1,644,Disposable Heroes,3/22/2016,$4.99,N/A (N/A),"$46,891.03","9,397","±2,770","4,058","±1,820",4:25:00,3:23:00
1,1563,Pinga Ponga,8/2/2016,$0.99,N/A (N/A),"$9,303.03","9,397","±2,770","7,048","±2,399",3:32:00,3:56:00
1,2797,Infinity Wings - Scout & Grunt,3/11/2016,$2.99,N/A (N/A),"$28,097.03","9,397","±2,770","6,621","±2,325",3:04:00,3:30:00
1,3083,Virtual Rogue,4/8/2016,$2.99,N/A (N/A),"$28,097.03","9,397","±2,770","3,631","±1,721",1:49:00,2:51:00
1,3197,Machine Gun Train Run,2/26/2016,$0.99,N/A (N/A),"$9,303.03","9,397","±2,770","4,912","±2,002",3:09:00,3:37:00
1,3564,A.I. Space Corps,2/5/2016,$4.99,N/A (N/A),"$46,891.03","9,397","±2,770",641,±723,0:03:00,0:01:00
1,609,IS Defense,4/19/2016,$5.99,93% (95%/50%),"$55,012.16","9,184","±2,738","7,902","±2,540",4:31:00,3:06:00
1,946,BomberZone,6/10/2016,$0.99,N/A (N/A),"$9,092.16","9,184","±2,738","6,194","±2,248",4:28:00,3:44:00
1,984,Autumn Dream,11/5/2016,$2.99,N/A (N/A),"$27,460.16","9,184","±2,738","7,902","±2,540",3:12:00,3:28:00
1,1014,Professor Nasty Time: The Stupidly Unfair Test Simulator 2016,10/25/2016,$2.99,N/A (N/A),"$27,460.16","9,184","±2,738","5,980","±2,209",3:46:00,4:06:00
1,1059,The Rebel,7/15/2016,$4.99,N/A (N/A),"$45,828.16","9,184","±2,738",0,±0,0:00:00,0:00:00
1,1638,Can't Drive This,9/25/2016,$7.99,39% (75%),"$73,380.16","9,184","±2,738","7,902","±2,540",1:29:00,0:43:00
1,1690,Disgraced,11/18/2016,$9.99,N/A (N/A),"$91,748.16","9,184","±2,738","5,767","±2,170",2:16:00,2:31:00
1,1714,BloodGate,6/2/2016,$8.99,64% (86%),"$82,564.16","9,184","±2,738","5,126","±2,045",18:06:00,14:48:00
1,1802,Heart&Slash,8/9/2016,$14.99,61% (85%),"$137,668.16","9,184","±2,738","7,475","±2,470",9:21:00,5:58:00
1,3153,Shot Shot Tactic,12/1/2016,$3.99,N/A (N/A),"$36,644.16","9,184","±2,738","7,048","±2,399",2:40:00,3:05:00
1,3520,A Legend of Luca,4/5/2016,$19.99,59% (84%),"$183,588.16","9,184","±2,738","7,902","±2,540",1:24:00,0:32:00
1,313,Livelock,8/30/2016,$19.99,34% (72%/73%),"$179,310.30","8,970","±2,706","6,621","±2,325",5:00:00,4:31:00
1,744,The Fleets of Sol,4/1/2016,$8.99,N/A (N/A),"$80,640.30","8,970","±2,706","2,776","±1,505",1:37:00,2:08:00
1,998,Ghost Town Mine Ride & Shootin' Gallery,10/28/2016,$8.99,80% (91%),"$80,640.30","8,970","±2,706","7,902","±2,540",1:18:00,0:47:00
1,2088,The Last Error,11/1/2016,$1.99,N/A (N/A),"$17,850.30","8,970","±2,706","5,126","±2,045",2:53:00,3:16:00
1,2250,Defenders of the Last Colony,6/23/2016,$9.99,N/A (N/A),"$89,610.30","8,970","±2,706",427,±590,0:05:00,0:03:00
1,2755,Monster Puzzle,12/8/2016,$0.99,N/A (N/A),"$8,880.30","8,970","±2,706","7,475","±2,470",3:32:00,3:30:00
1,2822,The Nest,6/14/2016,$9.99,45% (78%),"$89,610.30","8,970","±2,706","7,475","±2,470",1:05:00,0:24:00
1,2896,Super Kitty Boing Boing,3/3/2016,$5.99,N/A (N/A),"$53,730.30","8,970","±2,706","5,980","±2,209",4:14:00,4:39:00
1,3144,War Birds: WW2 Air strike 1942,3/18/2016,$3.99,N/A (N/A),"$35,790.30","8,970","±2,706","6,194","±2,248",2:13:00,2:38:00
1,3633,ASTROKILL,5/27/2016,$9.99,N/A (N/A),"$89,610.30","8,970","±2,706","1,281","±1,022",0:33:00,0:46:00
1,590,E.T. Armies,3/3/2016,$14.99,16% (58%/54%),"$131,267.43","8,757","±2,674","5,980","±2,209",2:57:00,2:00:00
1,1667,Mahluk:Dark demon,7/19/2016,$1.99,N/A (N/A),"$17,426.43","8,757","±2,674","4,272","±1,867",2:18:00,2:34:00
1,1707,Squeezone,9/16/2016,$3.99,N/A (N/A),"$34,940.43","8,757","±2,674","7,048","±2,399",4:27:00,4:18:00
1,2869,Dynamic,11/11/2016,$1.99,N/A (N/A),"$17,426.43","8,757","±2,674","6,407","±2,287",3:06:00,3:10:00
1,2919,Man O' War: Corsair,4/15/2016,$29.99,80% (91%),"$262,622.43","8,757","±2,674","8,543","±2,641",6:46:00,2:08:00
1,3075,Brain In My Head,12/12/2016,$0.99,N/A (N/A),"$8,669.43","8,757","±2,674","7,689","±2,505",6:16:00,6:33:00
1,3474,Psychocat: The Answer,1/11/2016,$0.99,52% (81%),"$8,669.43","8,757","±2,674","5,126","±2,045",1:29:00,0:50:00
1,162,Anarcute,7/12/2016,$14.99,90% (94%/79%),"$128,059.57","8,543","±2,641","5,980","±2,209",4:09:00,3:09:00
1,1052,SPINGUN,11/11/2016,$0.49,N/A (N/A),"$4,186.07","8,543","±2,641","5,126","±2,045",2:40:00,2:24:00
1,1593,Impossiball,9/28/2016,$0.99,N/A (N/A),"$8,457.57","8,543","±2,641","6,834","±2,362",3:06:00,3:20:00
1,1597,Space Incident,9/23/2016,$6.99,N/A (N/A),"$59,715.57","8,543","±2,641","4,058","±1,820",3:47:00,4:41:00
1,1677,Deranged Rabbits,7/29/2016,$4.99,N/A (N/A),"$42,629.57","8,543","±2,641","5,126","±2,045",4:09:00,3:59:00
1,2114,Francisca,7/26/2016,$0.99,17% (59%),"$8,457.57","8,543","±2,641","6,407","±2,287",0:57:00,0:47:00
1,2160,Kabitis,6/2/2016,$2.99,N/A (N/A),"$25,543.57","8,543","±2,641","5,767","±2,170",5:22:00,3:34:00
1,2357,Rot Gut,7/12/2016,$1.99,77% (90%),"$17,000.57","8,543","±2,641","2,776","±1,505",0:29:00,0:34:00
1,2727,PIXELMAN,2/23/2016,$2.99,N/A (N/A),"$25,543.57","8,543","±2,641","4,272","±1,867",3:22:00,4:40:00
1,2921,Dragon Knight,11/22/2016,$3.99,64% (86%),"$34,086.57","8,543","±2,641","6,407","±2,287",4:00:00,2:40:00
1,2991,Gravity Den,4/15/2016,$4.99,N/A (N/A),"$42,629.57","8,543","±2,641","6,194","±2,248",3:48:00,3:43:00
1,3371,Perfect Universe,2/26/2016,$9.99,N/A (N/A),"$85,344.57","8,543","±2,641","1,068",±933,0:17:00,0:19:00
1,3625,Zamarian,1/22/2016,$4.99,N/A (N/A),"$42,629.57","8,543","±2,641",641,±723,0:15:00,0:10:00
1,824,Broken Bots,6/8/2016,$6.99,N/A (N/A),"$58,219.71","8,329","±2,608","4,699","±1,958",4:05:00,3:45:00
1,1183,Remaining in a dream,10/15/2016,$0.99,N/A (N/A),"$8,245.71","8,329","±2,608","7,262","±2,435",2:59:00,3:20:00
1,1569,ALONE?,10/10/2016,$1.94,12% (54%),"$16,158.26","8,329","±2,608","6,621","±2,325",3:15:00,3:43:00
1,1575,Madrobot X,9/21/2016,$0.99,N/A (N/A),"$8,245.71","8,329","±2,608","4,699","±1,958",2:40:00,2:57:00
1,1624,Minimized,9/16/2016,$3.99,N/A (N/A),"$33,232.71","8,329","±2,608","4,699","±1,958",2:42:00,3:06:00
1,1744,NeuroVoider,8/31/2016,$13.99,54% (82%),"$116,522.71","8,329","±2,608","7,689","±2,505",15:23:00,3:18:00
1,2356,Critical Annihilation,2/12/2016,$9.99,87% (93%),"$83,206.71","8,329","±2,608","7,902","±2,540",3:06:00,2:33:00
1,2670,Bear Simulator,2/26/2016,$14.99,54% (82%),"$124,851.71","8,329","±2,608","7,262","±2,435",11:50:00,2:47:00
1,2720,Space Scaven,4/8/2016,$5.99,N/A (N/A),"$49,890.71","8,329","±2,608","1,281","±1,022",4:27:00,2:53:00
1,2851,Share,5/3/2016,$4.99,45% (78%),"$41,561.71","8,329","±2,608","4,058","±1,820",2:11:00,1:47:00
1,3181,Duke of Alpha Centauri,12/28/2016,$2.99,N/A (N/A),"$24,903.71","8,329","±2,608","4,699","±1,958",3:22:00,3:46:00
1,193,Wuppo,9/29/2016,$14.99,100% (100%/78%),"$121,658.84","8,116","±2,574","6,621","±2,325",4:40:00,3:09:00
1,370,Butcher,10/5/2016,$9.99,83% (92%/70%),"$81,078.84","8,116","±2,574","7,048","±2,399",1:36:00,1:00:00
1,431,Defragmented,2/12/2016,$14.99,N/A (N/A/68%),"$121,658.84","8,116","±2,574","4,699","±1,958",5:01:00,3:13:00
1,553,Cornerstone: The Song Of Tyrim,4/26/2016,$19.99,N/A (N/A/58%),"$162,238.84","8,116","±2,574","3,844","±1,771",2:39:00,2:31:00
1,584,Hybrid Wars,9/29/2016,$17.99,28% (68%/54%),"$146,006.84","8,116","±2,574","6,407","±2,287",8:48:00,1:56:00
1,943,Blitz Breaker,2/2/2016,$2.99,N/A (N/A),"$24,266.84","8,116","±2,574","4,485","±1,913",5:12:00,3:22:00
1,2249,Ultimate Booster Experience,7/14/2016,$4.99,59% (84%),"$40,498.84","8,116","±2,574","7,689","±2,505",2:25:00,0:32:00
1,2277,Go Mission: Space Travel,7/21/2016,$1.99,N/A (N/A),"$16,150.84","8,116","±2,574","5,126","±2,045",4:58:00,4:24:00
1,2688,PRiO,3/18/2016,$5.99,N/A (N/A),"$48,614.84","8,116","±2,574",854,±835,0:45:00,0:51:00
1,2853,Otem's Defiance,4/25/2016,$6.99,N/A (N/A),"$56,730.84","8,116","±2,574","4,485","±1,913",4:32:00,5:12:00
1,1514,Zombo Buster Rising,10/2/2016,$1.99,N/A (N/A),"$15,724.98","7,902","±2,540","5,339","±2,088",3:22:00,2:53:00
1,1612,The Fallen Kingdom,9/19/2016,$7.99,N/A (N/A),"$63,136.98","7,902","±2,540",854,±835,0:06:00,0:06:00
1,1713,Marwin and The Evolution Stone,9/8/2016,$0.49,N/A (N/A),"$3,871.98","7,902","±2,540","5,126","±2,045",4:55:00,4:28:00
1,2751,One Day : The Sun Disappeared,8/25/2016,$3.59,N/A (N/A),"$28,368.18","7,902","±2,540","4,485","±1,913",3:25:00,3:49:00
1,2966,Wild Animal Racing,3/7/2016,$3.99,70% (88%),"$31,528.98","7,902","±2,540","7,475","±2,470",2:28:00,0:38:00
